01/01/2014;quarta-feira;Confraternização Universal
03/03/2014;segunda-feira;Carnaval
04/03/2014;terça-feira;Carnaval
18/04/2014;sexta-feira;Paixão de Cristo
21/04/2014;segunda-feira;Tiradentes
01/05/2014;quinta-feira;Dia do Trabalho
19/06/2014;quinta-feira;Corpus Christi
25/12/2014;quinta-feira;Natal
01/01/2015;quinta-feira;Confraternização Universal
16/02/2015;segunda-feira;Carnaval
17/02/2015;terça-feira;Carnaval
03/04/2015;sexta-feira;Paixão de Cristo
21/04/2015;terça-feira;Tiradentes
01/05/2015;sexta-feira;Dia do Trabalho
04/06/2015;quinta-feira;Corpus Christi
07/09/2015;segunda-feira;Independência do Brasil
12/10/2015;segunda-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2015;segunda-feira;Finados
25/12/2015;sexta-feira;Natal
01/01/2016;sexta-feira;Confraternização Universal
08/02/2016;segunda-feira;Carnaval
09/02/2016;terça-feira;Carnaval
25/03/2016;sexta-feira;Paixão de Cristo
21/04/2016;quinta-feira;Tiradentes
26/05/2016;quinta-feira;Corpus Christi
07/09/2016;quarta-feira;Independência do Brasil
12/10/2016;quarta-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2016;quarta-feira;Finados
15/11/2016;terça-feira;Proclamação da República
27/02/2017;segunda-feira;Carnaval
28/02/2017;terça-feira;Carnaval
14/04/2017;sexta-feira;Paixão de Cristo
21/04/2017;sexta-feira;Tiradentes
01/05/2017;segunda-feira;Dia do Trabalho
15/06/2017;quinta-feira;Corpus Christi
07/09/2017;quinta-feira;Independência do Brasil
12/10/2017;quinta-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2017;quinta-feira;Finados
15/11/2017;quarta-feira;Proclamação da República
25/12/2017;segunda-feira;Natal
01/01/2018;segunda-feira;Confraternização Universal
12/02/2018;segunda-feira;Carnaval
13/02/2018;terça-feira;Carnaval
30/03/2018;sexta-feira;Paixão de Cristo
01/05/2018;terça-feira;Dia do Trabalho
31/05/2018;quinta-feira;Corpus Christi
07/09/2018;sexta-feira;Independência do Brasil
12/10/2018;sexta-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2018;sexta-feira;Finados
15/11/2018;quinta-feira;Proclamação da República
25/12/2018;terça-feira;Natal
01/01/2019;terça-feira;Confraternização Universal
04/03/2019;segunda-feira;Carnaval
05/03/2019;terça-feira;Carnaval
19/04/2019;sexta-feira;Paixão de Cristo
01/05/2019;quarta-feira;Dia do Trabalho
20/06/2019;quinta-feira;Corpus Christi
15/11/2019;sexta-feira;Proclamação da República
25/12/2019;quarta-feira;Natal
01/01/2020;quarta-feira;Confraternização Universal
24/02/2020;segunda-feira;Carnaval
25/02/2020;terça-feira;Carnaval
10/04/2020;sexta-feira;Paixão de Cristo
21/04/2020;terça-feira;Tiradentes
01/05/2020;sexta-feira;Dia do Trabalho
11/06/2020;quinta-feira;Corpus Christi
07/09/2020;segunda-feira;Independência do Brasil
12/10/2020;segunda-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2020;segunda-feira;Finados
25/12/2020;sexta-feira;Natal
01/01/2021;sexta-feira;Confraternização Universal
15/02/2021;segunda-feira;Carnaval
16/02/2021;terça-feira;Carnaval
02/04/2021;sexta-feira;Paixão de Cristo
21/04/2021;quarta-feira;Tiradentes
03/06/2021;quinta-feira;Corpus Christi
07/09/2021;terça-feira;Independência do Brasil
12/10/2021;terça-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2021;terça-feira;Finados
15/11/2021;segunda-feira;Proclamação da República
28/02/2022;segunda-feira;Carnaval
01/03/2022;terça-feira;Carnaval
15/04/2022;sexta-feira;Paixão de Cristo
21/04/2022;quinta-feira;Tiradentes
16/06/2022;quinta-feira;Corpus Christi
07/09/2022;quarta-feira;Independência do Brasil
12/10/2022;quarta-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2022;quarta-feira;Finados
15/11/2022;terça-feira;Proclamação da República
20/02/2023;segunda-feira;Carnaval
21/02/2023;terça-feira;Carnaval
07/04/2023;sexta-feira;Paixão de Cristo
21/04/2023;sexta-feira;Tiradentes
01/05/2023;segunda-feira;Dia do Trabalho
08/06/2023;quinta-feira;Corpus Christi
07/09/2023;quinta-feira;Independência do Brasil
12/10/2023;quinta-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2023;quinta-feira;Finados
15/11/2023;quarta-feira;Proclamação da República
25/12/2023;segunda-feira;Natal
01/01/2024;segunda-feira;Confraternização Universal
12/02/2024;segunda-feira;Carnaval
13/02/2024;terça-feira;Carnaval
29/03/2024;sexta-feira;Paixão de Cristo
01/05/2024;quarta-feira;Dia do Trabalho
30/05/2024;quinta-feira;Corpus Christi
15/11/2024;sexta-feira;Proclamação da República
25/12/2024;quarta-feira;Natal
01/01/2025;quarta-feira;Confraternização Universal
03/03/2025;segunda-feira;Carnaval
04/03/2025;terça-feira;Carnaval
18/04/2025;sexta-feira;Paixão de Cristo
21/04/2025;segunda-feira;Tiradentes
01/05/2025;quinta-feira;Dia do Trabalho
19/06/2025;quinta-feira;Corpus Christi
25/12/2025;quinta-feira;Natal
01/01/2026;quinta-feira;Confraternização Universal
16/02/2026;segunda-feira;Carnaval
17/02/2026;terça-feira;Carnaval
03/04/2026;sexta-feira;Paixão de Cristo
21/04/2026;terça-feira;Tiradentes
01/05/2026;sexta-feira;Dia do Trabalho
04/06/2026;quinta-feira;Corpus Christi
07/09/2026;segunda-feira;Independência do Brasil
12/10/2026;segunda-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2026;segunda-feira;Finados
25/12/2026;sexta-feira;Natal
01/01/2027;sexta-feira;Confraternização Universal
08/02/2027;segunda-feira;Carnaval
09/02/2027;terça-feira;Carnaval
26/03/2027;sexta-feira;Paixão de Cristo
21/04/2027;quarta-feira;Tiradentes
27/05/2027;quinta-feira;Corpus Christi
07/09/2027;terça-feira;Independência do Brasil
12/10/2027;terça-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2027;terça-feira;Finados
15/11/2027;segunda-feira;Proclamação da República
28/02/2028;segunda-feira;Carnaval
29/02/2028;terça-feira;Carnaval
14/04/2028;sexta-feira;Paixão de Cristo
21/04/2028;sexta-feira;Tiradentes
01/05/2028;segunda-feira;Dia do Trabalho
15/06/2028;quinta-feira;Corpus Christi
07/09/2028;quinta-feira;Independência do Brasil
12/10/2028;quinta-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2028;quinta-feira;Finados
15/11/2028;quarta-feira;Proclamação da República
25/12/2028;segunda-feira;Natal
01/01/2029;segunda-feira;Confraternização Universal
12/02/2029;segunda-feira;Carnaval
13/02/2029;terça-feira;Carnaval
30/03/2029;sexta-feira;Paixão de Cristo
01/05/2029;terça-feira;Dia do Trabalho
31/05/2029;quinta-feira;Corpus Christi
07/09/2029;sexta-feira;Independência do Brasil
12/10/2029;sexta-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2029;sexta-feira;Finados
15/11/2029;quinta-feira;Proclamação da República
25/12/2029;terça-feira;Natal
01/01/2030;terça-feira;Confraternização Universal
04/03/2030;segunda-feira;Carnaval
05/03/2030;terça-feira;Carnaval
19/04/2030;sexta-feira;Paixão de Cristo
01/05/2030;quarta-feira;Dia do Trabalho
20/06/2030;quinta-feira;Corpus Christi
15/11/2030;sexta-feira;Proclamação da República
25/12/2030;quarta-feira;Natal
01/01/2031;quarta-feira;Confraternização Universal
24/02/2031;segunda-feira;Carnaval
25/02/2031;terça-feira;Carnaval
11/04/2031;sexta-feira;Paixão de Cristo
21/04/2031;segunda-feira;Tiradentes
01/05/2031;quinta-feira;Dia do Trabalho
12/06/2031;quinta-feira;Corpus Christi
25/12/2031;quinta-feira;Natal
